landmark_name,latitude,longitude
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,33.83694444,135.7763889
Sado Island Gold Mines,38.04083333,138.2577778
Sagarmatha National Park,27.96528,86.91306
Saint Catherine Area,28.55623,33.97543
Saint Hilarion Monastery/ Tell Umm Amer,31.44730556,34.36636111
Salonga National Park,-2,21
Saloum Delta,13.83527778,-16.49861111
Saltaire,53.83916667,-1.788333333
Samarkand – Crossroad of Cultures,39.66861,67
Samarra Archaeological City,34.34098944,43.82354306
San Agustín Archaeological Park,1.916666667,-76.23333333
San Antonio Missions,29.32805556,-98.46
San Cristóbal de La Laguna,28.47788889,-16.31177778
San Marino Historic Centre and Mount Titano,43.93277778,12.45194444
San Millán Yuso and Suso Monasteries,42.32586,-2.86496
"San Pedro de la Roca Castle, Santiago de Cuba",19.968446,-75.870441
Sanctuary of Asklepios at Epidaurus,37.6,23.08055556
Sanctuary of Bom Jesus do Congonhas,-20.508201,-43.860806
Sanctuary of Bom Jesus do Monte in Braga,41.55494444,-8.377027778
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,19.73611111,37.44305556
Sangay National Park,-1.83333,-78.33333
Sangha Trinational,2.609444444,16.55416667
Sangiran Early Man Site,-7.4,110.8166667
"Sansa, Buddhist Mountain Monasteries in Korea",36.54194444,127.8333333
Santiago de Compostela (Old Town),42.88076,-8.54468
Santiniketan,23.68027778,87.68497222
Sardis and the Lydian Tumuli of Bin Tepe,38.48194444,28.04527778
Saryarka – Steppe and Lakes of Northern Kazakhstan,50.43333333,69.18888889
Sassanid Archaeological Landscape of Fars Region,29.77748056,51.57045
Sceilg Mhichíl,51.77194,-10.53861
Schokland and Surroundings,52.63861111,5.771666667
Schwerin Residence Ensemble,53.62416667,11.41888889
Selimiye Mosque and its Social Complex,41.67777778,26.55944444
Selous Game Reserve,-9,37.4
Semmering Railway,47.64877778,15.82797222
Seokguram Grotto and Bulguksa Temple,35.791498,129.349029
"Seowon, Korean Neo-Confucian Academies",36.72729722,128.8434278
Serengeti National Park,-2.33333,34.56667
Serra da Capivara National Park,-8.718634,-42.652436
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,-18.48196111,-70.32157222
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,52.365,4.887777778
Sewell Mining Town,-34.08444444,-70.38277778
"ShUM Sites of Speyer, Worms and Mainz",49.31621111,8.439538889
Shahr-i Sokhta,30.59388889,61.32777778
"Shark Bay, Western Australia",-25.48611111,113.4361111
Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,38.24861111,48.29138889
Shirakami-Sanchi,40.4525,140.1155556
Shiretoko,43.94944,144.96583
Shrines and Temples of Nikko,36.7475,139.6105556
Shushtar Historical Hydraulic System,32.01861111,48.83583333
Sian Ka'an,19.38333,-87.79167
"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",30.83333333,103
Silk Roads: Zarafshan-Karakum Corridor,39.44148889,69.68555833
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,34.30444444,108.8572222
Simien National Park,13.18333333,38.06666667
Singapore Botanic Gardens,1.315277778,103.8161111
Sinharaja Forest Reserve,6.416666667,80.5
Site of Palmyra,34.55416667,38.26666667
Site of Xanadu,42.358,116.1851278
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,32.66861111,34.96805556
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",34.43055556,131.4122222
Skogskyrkogården,59.27556,18.09944
Socotra Archipelago,12.5,53.83333333
Soltaniyeh,36.43528,48.79667
South China Karst,24.92333333,110.3544444
Speicherstadt and Kontorhaus District with Chilehaus,53.54555556,9.999444444
Speyer Cathedral,49.31722222,8.442388889
Srebarna Nature Reserve,44.11444,27.07806
St Kilda,57.81722222,-8.576666667
St Mary's Cathedral and St Michael's Church at Hildesheim,52.15278,9.94389
Stari Grad Plain,43.18166667,16.63861111
Stari Ras and Sopoćani,43.11889,20.42278
State Historical and Cultural Park “Ancient Merv”,37.70083,62.1775
Statue of Liberty,40.68944444,-74.04472222
Stevns Klint,55.26722222,12.42333333
Stećci Medieval Tombstone Graveyards,43.09221389,17.92405278
Stoclet House,50.835,4.416111111
Stone Circles of Senegambia,13.69111111,-15.5225
Stone Town of Zanzibar,-6.16306,39.18917
"Stonehenge, Avebury and Associated Sites",51.17888889,-1.825277778
"Strasbourg, Grande-Île and <em>Neustadt</em>",48.58444444,7.748888889
Struve Geodetic Arc,59.05777778,26.33777778
Studenica Monastery,43.48652778,20.53166667
Studley Royal Park including the Ruins of Fountains Abbey,54.11611111,-1.573055556
Su Nuraxi di Barumini,39.70583333,8.991388889
Sudanese style mosques in northern Côte d’Ivoire,10.49031667,-6.410166667
Sukur Cultural Landscape,10.74056,13.57194
Sulaiman-Too Sacred Mountain,40.53111111,72.78277778
"Summer Palace, an Imperial Garden in Beijing",39.91055556,116.1411111
"Sun Temple, Konârak",19.8875,86.09472
Sundarbans National Park,21.945,88.89583333
Surtsey,63.30305556,-20.60222222
Susa,32.18944444,48.25611111
Swiss Alps Jungfrau-Aletsch,46.5,8.033333333
Swiss Tectonic Arena Sardona,46.91666667,9.25
Sydney Opera House,-33.85666667,151.2152778
Syracuse and the Rocky Necropolis of Pantalica,37.05944,15.29306
São Francisco Square in the Town of São Cristóvão,-11.01365544,-37.20537476
Sítio Roberto Burle Marx,-23.02237778,-43.54622222
Tabriz Historic Bazaar Complex,38.08138889,46.29305556
Taj Mahal,27.17417,78.04222
Tajik National Park (Mountains of the Pamirs),38.765,72.30527778
Takht-e Soleyman,36.60388889,47.235
Talamanca Range-La Amistad Reserves / La Amistad National Park,9.407083333,-82.93880556
Talayotic Menorca,39.9975,3.908888889
Taos Pueblo,36.438,-105.546
Taputapuātea,-16.8414,-151.3723778
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,50.44269722,18.85122778
Tasmanian Wilderness,-43.11847222,146.2305556
Tassili n'Ajjer,25.5,9
Taxila,33.77916667,72.8875
Taï National Park,5.648888889,-7.095277778
Tchogha Zanbil,32.00857,48.522118
Te Henua Enata – The Marquesas Islands,-7.969894444,-140.6460475
Te Wahipounamu – South West New Zealand,-45.03602778,167.3196111
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,17.98996111,-97.18715278
Teide National Park,28.27138889,-16.64361111
"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",12.8725,105.0430556
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,35.613215,116.994561
Temple of Apollo Epicurius at Bassae,37.43498,21.89694
Temple of Heaven: an Imperial Sacrificial Altar in Beijing,39.84555556,116.4447222
Temple of Preah Vihear,14.38833333,104.6838889
The 20th-Century Architecture of Frank Lloyd Wright,39.90557083,-79.46647556
The <I>Trulli</I> of Alberobello,40.7825,17.23694
The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,31.56222222,47.65777778
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,15.46581667,101.1511139
The Archaeological Ensemble of 17th Century Port Royal,17.93861389,-76.84337778
The Archaeological Heritage of Niah National Park’s Caves Complex,3.804291667,113.7807667
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",46.46841389,6.829336111
The Cathedral of St James in Šibenik,43.73629,15.89038
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",44.22027778,3.473055556
"The Climats, terroirs of Burgundy",47.05805556,4.864444444
The Colonial Transisthmian Route of Panamá,9.323172222,-79.999775
The Cosmological Axis of Yogyakarta and its Historic Landmarks,-7.801388889,110.3647778
The Cultural Landscape of Al-Faw Archaeological Area,19.76491667,45.16338889
The Dolomites,46.61305556,12.16305556
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,-32.38638889,18.4525
The English Lake District,54.47661111,-3.082416667
The Flow Country,58.39916667,-4.046111111
The Forth Bridge,56.00111111,-3.388888889
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",50.48111,4.13722
The Gedeo Cultural Landscape,6.248888889,38.28777778
The Grand Canal,34.69388889,112.4683333
The Great Spa Towns of Europe,50.49222222,5.866944444
The Great Wall,40.41667,116.08333
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,37.3,26.55
The Historic Centre of Odesa,46.48645,30.74161389
The Historic Town and Archaeological Site of Gedi,-3.310263889,40.01726389
"The Jantar Mantar, Jaipur",26.92472222,75.825
The Loire Valley between Sully-sur-Loire and Chalonnes,47.39889,0.70278
The Maison Carrée of Nîmes,43.83822222,4.356194444
"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",47.5575,10.74944444
The Persian Caravanserai,35.05835278,51.42013611
The Persian Garden,30.16666667,53.16666667
The Persian Qanat,34.29,58.65444444
The Porticoes of Bologna,44.49138889,11.33277778
The Sassi and the Park of the Rupestrian Churches of Matera,40.66638889,16.61027778
The Slate Landscape of Northwest Wales,53.12083333,-4.115
The Sundarbans,21.95,89.18333
The par force hunting landscape in North Zealand,55.91361111,12.35777778
The work of engineer Eladio Dieste: Church of Atlántida,-34.74391944,-55.76640833
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,46.04333333,14.50222222
Thimlich Ohinga Archaeological Site,-0.891338056,34.326107
Thracian Tomb of Kazanlak,42.625774,25.399172
Thracian Tomb of Sveshtari,43.66667,26.66667
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",46.19314,9.02242
Three Parallel Rivers of Yunnan Protected Areas,27.895,98.40638889
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,15.33333,98.91667
Tikal National Park,17.21666667,-89.61666667
Timbuktu,16.77333333,-2.999444444
Timgad,35.48416667,6.468861111
Tipasa,36.55,2.383333333
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,-16.555003,-68.673278
Tiya,8.43491,38.6121
Tokaj Wine Region Historic Cultural Landscape,48.15,21.35
Tomb of Askia,16.2898,-0.04456
Tombs of Buganda Kings at Kasubi,0.348611111,32.55138889
Tomioka Silk Mill and Related Sites,36.25527778,138.8877778
Tongariro National Park,-39.29083333,175.5622222
Tower of Hercules,43.38583333,-8.406388889
Tower of London,51.50805556,-0.076111111
Town Hall and Roland on the Marketplace of Bremen,53.07597222,8.807472222
Town of Bamberg,49.89166667,10.88888889
Town of Luang Prabang,19.88889,102.13333
Trang An Landscape Complex,20.25666667,105.8963889
Trans-Iranian Railway,35.65830556,51.39833333
Trinidad and the Valley de los Ingenios,21.80305556,-79.98444444
Tropical Rainforest Heritage of Sumatra,-2.5,101.5
Tr’ondëk-Klondike,64.05034722,-139.4399472
Tsodilo,-18.75,21.73333333
Tubbataha Reefs Natural Park,8.953333333,119.8675
Tugay forests of the Tigrovaya Balka Nature Reserve,37.20472222,68.34138889
Tugendhat Villa in Brno,49.20718333,16.61605556
Tusi Sites,28.99861111,109.9669444
Twyfelfontein or /Ui-//aes,-20.597,14.376
Tyre,33.26916667,35.19583333
Ujung Kulon National Park,-6.75,105.3333333
Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park,-25.33333333,131
Um er-Rasas (Kastrom Mefa'a),31.50167,35.92056
Umm Al-Jimāl,32.32694444,36.37
University and Historic Precinct of Alcalá de Henares,40.48138889,-3.368055556
University of Coimbra – Alta and Sofia,40.20781111,-8.425775
Upper Middle Rhine Valley,50.17361111,7.694166667
Upper Svaneti,42.914,43.009
Urban Historic Centre of Cienfuegos,22.145887,-80.452183
Urnes Stave Church,61.29825949,7.322678289
Uvs Nuur Basin,50.275,92.71972222
Val d'Orcia,43.06666667,11.55
Vallée de Mai Nature Reserve,-4.331,55.738
Valongo Wharf Archaeological Site,-22.89711111,-43.18739444
Van Nellefabriek,51.92444444,4.4325
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,14.848333330000001,105.8222222
Vatican City,41.90216,12.45736
Vatnajökull National Park - Dynamic Nature of Fire and Ice,64.577363,-16.88154044
Vegaøyan – The Vega Archipelago,65.61667,11.75
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,45.70333333,9.663611111
Venice and its Lagoon,45.43430556,12.33894444
Verla Groundwood and Board Mill,61.06194,26.64083
Via Appia. <em>Regina Viarum</em>,41.29272222,13.26272222
Victorian Gothic and Art Deco Ensembles of Mumbai,18.92980556,72.83008333
Viking-Age Ring Fortresses,56.99527778,9.254722222
Villa Adriana (Tivoli),41.94416667,12.77197222
Villa Romana del Casale,37.36611,14.33417
"Villa d'Este, Tivoli",41.96391667,12.79625
Villages with Fortified Churches in Transylvania,46.13583333,24.77305556
Vilnius Historic Centre,54.68667,25.29306
Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,44.60861111,7.963611111
Virgin Komi Forests,63.62583333,58.9525
Virunga National Park,0.916666667,29.16666667
Vizcaya Bridge,43.323175,-3.016833333
Viñales Valley,22.61667,-83.71667
"Vjetrenica Cave, Ravno",42.845,17.98888889
Vlkolínec,49.03916667,19.27833333
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,14.82330278,-61.17586111
Volcanoes of Kamchatka,56.33333333,158.5
Vredefort Dome,-26.86,27.26
"Vézelay, Church and Hill",47.46638889,3.748333333
Völklingen Ironworks,49.24872222,6.844222222
W-Arly-Pendjari Complex,11.88416667,2.487777778
Wachau Cultural Landscape,48.36444444,15.43416667
Wadden Sea,53.52861111,8.556111111
Wadi Al-Hitan (Whale Valley),29.33333,30.18333
Wadi Rum Protected Area,29.63972222,35.43388889
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,40.36666667,49.83333333
Wartburg Castle,50.96677778,10.307
Water Management System of Augsburg,48.36547222,10.902
Waterton Glacier International Peace Park,48.99605556,-113.9041667
West Lake Cultural Landscape of Hangzhou,30.2375,120.1408333
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,62.11667,7.16667
Western Caucasus,44,40
Western Ghats,8.529722222,77.24972222
Western Tien-Shan,43.71833333,68.67888889
Wet Tropics of Queensland,-15.65,144.9666667
Whale Sanctuary of El Vizcaino,27.79222,-114.22778
White City of Tel-Aviv – the Modern Movement,32.07777778,34.77416667
White Monuments of Vladimir and Suzdal,56.15,40.41666667
Wieliczka and Bochnia Royal Salt Mines,49.97916667,20.06388889
Willandra Lakes Region,-34,143
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),22.59786389,-103.2801528
Wood Buffalo National Park,59.35833333,-112.2933333
Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,49.53388889,21.03222222
Wooden Churches of Maramureş,47.82083333,24.05583333
Wooden Churches of Southern Małopolska,49.75,21.23333333
Wooden Churches of the Slovak part of the Carpathian Mountain Area,49.33611111,19.55833333
Wooden Hypostyle Mosques of Medieval Anatolia,38.75503611,30.529575
Works of Antoni Gaudí,41.41338,2.152972
Writing-on-Stone / Áísínai’pi,49.075,-111.6333333
Wulingyuan Scenic and Historic Interest Area,29.33333,110.5
Würzburg Residence with the Court Gardens and Residence Square,49.79278,9.93889
Xanthos-Letoon,36.335,29.32028
Xinjiang Tianshan,41.96833333,80.35416667
Xixia Imperial Tombs,38.41583333,105.9711111
Yakushima,30.315,130.5086111
Yellowstone National Park,44.46056,-110.82778
"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",21.11925556,106.5353972
Yin Xu,36.12666667,114.3138889
Yosemite National Park,37.74611111,-119.5966667
Yungang Grottoes,40.10972,113.12222
Zagori Cultural Landscape,39.90527778,20.81972222
Zollverein Coal Mine Industrial Complex in Essen,51.49138889,7.046111111
Zuojiang Huashan Rock Art Cultural Landscape,22.25555556,107.0230556
iSimangaliso Wetland Park – Maputo National Park,-27.83888889,32.55
Þingvellir National Park,64.25380556,-21.03725
Ħal Saflieni Hypogeum,35.86959,14.50688337
Škocjan Caves,45.66667,14
Žatec and the Landscape of Saaz Hops,50.32027778,13.62
ǂKhomani Cultural Landscape,-25.68761111,20.37458333
Ḥimā Cultural Area,18.31671111,44.54533611
‘Uruq Bani Ma’arid,19.36388889,45.59833333
